filename,label,length,split,adf_p,kpss_p,poly_r2,var_increasing,diff_stationary,smart_label
series_33.csv,no_trend,142,train,1.3842830575883562e-23,0.1,0.004168928015618745,False,True,no_trend
series_34.csv,deterministic,42,train,0.9922306772230404,0.01,0.999482873340442,False,True,deterministic
series_35.csv,no_trend,135,train,1.0764266303035228e-19,0.1,0.0019481929091943462,False,True,no_trend
series_36.csv,no_trend,73,train,4.302843410094595e-11,0.1,0.060041622421782126,False,True,no_trend
series_37.csv,deterministic,34,train,0.8511507980611346,0.01,0.9716157395658612,False,True,deterministic
series_38.csv,stochastic,127,train,0.9456591025134065,0.01,0.8032993667528511,False,True,inconclusive
series_39.csv,stochastic,90,train,0.5983599323871435,0.01,0.7246700694410098,False,True,inconclusive
series_40.csv,stochastic,73,train,0.1538701834087849,0.01,0.4514009903443599,False,True,inconclusive
series_41.csv,deterministic,143,train,0.9781811486647766,0.01,0.999850917822706,False,True,deterministic
series_42.csv,no_trend,73,train,5.867719488132287e-13,0.06823405775887018,0.08245173430827923,True,True,no_trend
series_43.csv,stochastic,138,train,0.2752534958724693,0.01,0.8513772526163097,False,True,inconclusive
series_44.csv,no_trend,85,train,8.219102239975329e-19,0.1,0.004087297547639257,False,True,no_trend
series_45.csv,stochastic,100,train,0.9795310362293085,0.01,0.8880511751106002,False,True,inconclusive
series_46.csv,no_trend,97,train,1.8015135621245616e-21,0.1,0.01761410419527587,False,True,no_trend
series_47.csv,no_trend,25,train,0.0001347517627544497,0.1,0.023150376607838807,False,False,no_trend
series_48.csv,stochastic,28,train,0.0438653257076001,0.1,0.6890843172540313,True,False,inconclusive
series_49.csv,deterministic,40,train,0.9585634212984201,0.01,0.9990634243516969,False,True,deterministic
series_50.csv,no_trend,118,train,8.223542682085415e-21,0.1,0.017467217184050754,True,True,no_trend
series_51.csv,no_trend,96,train,2.934932068291244e-12,0.1,0.015623225837958277,False,True,no_trend
series_52.csv,stochastic,88,train,0.7572731077764598,0.01,0.6691765576447999,False,True,inconclusive
series_53.csv,deterministic,42,train,0.705600593882239,0.01,0.9717449067152626,False,True,deterministic
series_54.csv,no_trend,97,train,1.7268250856585992e-12,0.1,0.02519277871796355,False,True,no_trend
series_55.csv,stochastic,77,train,0.7010708778862661,0.01,0.881965383782155,False,True,inconclusive
series_56.csv,stochastic,55,train,0.016663158800132336,0.013178471079774849,0.8155460849073434,False,True,inconclusive
series_57.csv,deterministic,136,train,0.9088997384670129,0.01,0.9997651168164569,False,True,deterministic
series_58.csv,no_trend,101,train,6.722716776191268e-18,0.1,0.008565869884838762,False,True,no_trend
series_59.csv,stochastic,23,train,0.03029480165317038,0.017151802617550813,0.9119766853944588,False,False,deterministic
series_60.csv,deterministic,150,train,0.9143750781689903,0.01,0.9998859437357391,False,True,deterministic
series_61.csv,stochastic,44,train,0.08537057817130944,0.1,0.5161527987221832,False,True,inconclusive
series_62.csv,no_trend,21,train,0.0011937304922632203,0.1,0.14739425871692224,True,False,no_trend
series_63.csv,deterministic,54,train,0.9629089224116308,0.01,0.9981958261044712,True,True,stochastic
series_64.csv,deterministic,85,train,0.9596543666790082,0.01,0.9997780145327481,False,True,deterministic
series_65.csv,no_trend,147,train,4.249360158853639e-08,0.1,0.0014396977632641361,True,True,no_trend
series_66.csv,deterministic,130,train,0.8572657295122255,0.01,0.9998326729577548,False,True,deterministic
series_67.csv,no_trend,46,train,5.326292981228029e-09,0.1,0.041885809109734495,True,True,no_trend
series_68.csv,stochastic,23,train,0.9940031560260725,0.04974974277000206,0.7443586891717892,False,True,inconclusive
series_69.csv,no_trend,117,train,6.426409344931086e-07,0.1,0.009899995675790474,False,True,no_trend
series_70.csv,stochastic,69,train,0.42390269671959957,0.06619748515504681,0.19154370399219356,False,True,inconclusive
series_71.csv,stochastic,65,train,0.46415267585562536,0.01,0.573655351663774,True,True,stochastic
series_72.csv,stochastic,77,train,0.4988273387752099,0.1,0.32586649166316495,True,True,stochastic
series_73.csv,stochastic,90,train,0.7916404834062659,0.01,0.7790863350812356,False,True,inconclusive
series_74.csv,stochastic,150,train,0.23251454686809458,0.015467236717041937,0.36997420768467615,False,True,inconclusive
series_75.csv,stochastic,80,train,0.6212911877789637,0.01,0.8903235508735289,True,True,stochastic
series_76.csv,stochastic,43,train,0.974707856551046,0.01955755467241004,0.7042190420065751,False,True,inconclusive
series_77.csv,deterministic,94,train,0.9351182937649266,0.01,0.9993976669231924,False,True,deterministic
series_78.csv,stochastic,81,train,0.8018189979291119,0.01,0.7926309046043664,False,True,inconclusive
series_79.csv,deterministic,109,train,0.9621248947722243,0.01,0.9991963618752615,False,True,deterministic
series_80.csv,no_trend,36,train,9.818358257495398e-06,0.1,0.03328512576423848,False,True,no_trend
series_81.csv,no_trend,47,train,2.2054515027268444e-14,0.1,0.005568520851852998,True,True,no_trend
series_82.csv,deterministic,53,train,0.9088497940344896,0.01,0.9936256311489035,False,True,deterministic
series_83.csv,deterministic,80,train,0.9322069159314219,0.01,0.9996234956925406,False,True,deterministic
series_84.csv,stochastic,44,train,0.4120006756304023,0.1,0.38837975122597945,False,True,inconclusive
series_85.csv,deterministic,97,train,0.8096793499890592,0.01,0.9998662055641934,False,True,deterministic
series_86.csv,deterministic,97,train,0.9282728225289785,0.01,0.990252282892043,False,True,deterministic
series_87.csv,stochastic,41,train,0.9915757685791237,0.061617118949624426,0.8074643630978233,False,False,inconclusive
series_88.csv,stochastic,69,train,0.8625853973178862,0.01,0.5872684742478858,False,True,inconclusive
series_89.csv,stochastic,96,train,0.7913006336135062,0.09606943251881435,0.6378036115779722,False,True,inconclusive
series_90.csv,stochastic,91,train,0.23507164145448695,0.029273137326203773,0.32011820959780535,False,True,inconclusive
series_91.csv,deterministic,25,train,0.8591230740187321,0.011183393359846003,0.9582943041879278,False,True,deterministic
series_92.csv,stochastic,108,train,0.3361069246774999,0.01,0.8829645157055669,False,True,inconclusive
series_93.csv,no_trend,81,train,0.1583223687463564,0.1,0.029041744629357713,False,True,inconclusive
series_94.csv,no_trend,60,train,7.473405784111326e-10,0.1,0.04956892751313391,False,True,no_trend
series_95.csv,no_trend,52,train,3.028429222888689e-08,0.1,0.03660028621236966,True,True,no_trend
series_96.csv,deterministic,147,train,0.9816541434809374,0.01,0.999866015876024,False,True,deterministic
series_97.csv,no_trend,133,train,1.0416280729667053e-21,0.1,0.030076318291792026,False,True,no_trend
series_98.csv,deterministic,124,train,0.9715973771832425,0.01,0.9996235722444976,False,True,deterministic
series_99.csv,deterministic,108,train,0.9868231261328888,0.01,0.9994527012455303,False,True,deterministic
series_100.csv,deterministic,55,train,0.9818045306922024,0.01,0.9991886472072221,False,True,deterministic
series_101.csv,no_trend,64,train,2.838411537536363e-10,0.1,0.05530006595274084,True,True,no_trend
series_102.csv,deterministic,28,train,0.7998103418571196,0.01,0.9973058503270614,False,True,deterministic
series_103.csv,stochastic,88,train,0.7489577777324423,0.01,0.6444094133668989,False,True,inconclusive
series_104.csv,stochastic,22,train,0.10659303268994619,0.1,0.007737550414344874,True,True,stochastic
series_105.csv,no_trend,136,train,2.101355332039143e-06,0.1,0.027112998621182882,False,True,no_trend
series_106.csv,stochastic,97,train,0.6857562492528393,0.1,0.38111461861390494,True,True,stochastic
series_107.csv,no_trend,26,train,1.4659681223883032e-07,0.1,0.04965613031772975,False,True,no_trend
series_108.csv,stochastic,104,train,0.7044264126754345,0.01,0.6861887396717041,False,True,inconclusive
series_109.csv,no_trend,71,train,0.0006539694310138752,0.1,0.0058052116537132825,True,True,no_trend
series_110.csv,deterministic,95,train,0.9553775085703435,0.01,0.9997979024562379,False,True,deterministic
series_111.csv,no_trend,139,train,7.005701608608646e-22,0.1,0.016528111588429928,False,True,no_trend
series_112.csv,stochastic,88,train,0.7873723773179246,0.01,0.8785809818526756,False,True,inconclusive
series_113.csv,no_trend,82,train,4.0400579181571515e-15,0.1,0.0006510951163436474,False,True,no_trend
series_114.csv,deterministic,62,train,0.9943221555103456,0.01,0.997797844169263,False,True,deterministic
series_115.csv,stochastic,108,train,0.3507351871960955,0.01,0.3623140247025687,True,True,stochastic
series_116.csv,deterministic,123,train,0.9793310294741395,0.01,0.9933473468034607,False,True,deterministic
series_117.csv,no_trend,91,train,3.273383222720875e-19,0.1,0.004903558908821104,False,True,no_trend
series_118.csv,no_trend,136,train,1.4382514387475793e-21,0.1,0.002626631210804642,False,True,no_trend
series_119.csv,no_trend,90,train,2.433383114162423e-06,0.1,0.02510145511683526,False,True,no_trend
series_120.csv,deterministic,118,train,0.9764761171653695,0.01,0.9995835240524433,False,True,deterministic
series_121.csv,no_trend,122,train,9.115431822517048e-24,0.1,0.001422797912123852,False,True,no_trend
series_122.csv,no_trend,83,train,1.860627746384088e-14,0.1,0.033099256225318285,True,True,no_trend
series_123.csv,deterministic,28,train,0.7414810061284756,0.01,0.9957397595985087,False,True,deterministic
series_124.csv,no_trend,100,train,5.916971076704836e-05,0.1,0.022730079645189694,False,True,no_trend
series_125.csv,no_trend,44,train,1.0023355177495645e-07,0.1,0.05401710184385988,False,True,no_trend
series_126.csv,deterministic,83,train,0.9035747182034222,0.01,0.9995613479609936,False,True,deterministic
series_127.csv,deterministic,150,train,0.8835187243587963,0.01,0.9984977473321285,False,True,deterministic
series_128.csv,stochastic,111,train,0.43024168498880877,0.01,0.8477860938369421,False,True,inconclusive
series_129.csv,stochastic,124,train,0.24403669832810382,0.07901108582962443,0.2969729388497011,False,True,inconclusive
series_130.csv,no_trend,147,train,7.606022281631582e-14,0.1,0.004708916266562224,False,True,no_trend
series_131.csv,no_trend,41,train,9.134840552661861e-08,0.1,0.033242517604453514,False,True,no_trend
series_132.csv,deterministic,95,train,0.9568012706920446,0.01,0.9934686581693656,False,True,deterministic
series_133.csv,deterministic,71,train,0.9091309615494848,0.01,0.9985672912213076,False,True,deterministic
series_134.csv,no_trend,86,train,2.0018253184633093e-15,0.09425919577933949,0.034256308031646254,True,True,no_trend
series_135.csv,no_trend,76,train,2.480476962084838e-15,0.1,0.031660696779665876,True,True,no_trend
series_136.csv,no_trend,46,train,5.690072673236124e-06,0.1,0.0068089106536333155,False,True,no_trend
series_137.csv,deterministic,86,train,0.9796933782261665,0.01,0.9997687630957482,False,True,deterministic
series_138.csv,deterministic,121,train,0.9668464352273705,0.01,0.9997799788053175,False,True,deterministic
series_139.csv,deterministic,100,train,0.974548276619632,0.01,0.9998394543878267,False,True,deterministic
series_140.csv,deterministic,106,train,0.7660581986424826,0.01,0.9981204948400924,False,True,deterministic
series_141.csv,no_trend,112,train,5.476185657595121e-18,0.1,0.026785489324741563,False,True,no_trend
series_142.csv,deterministic,148,train,0.9844942474699783,0.01,0.9999426254951012,False,True,deterministic
series_143.csv,deterministic,89,train,0.9627151713322533,0.01,0.9991562387556882,False,True,deterministic
series_144.csv,deterministic,141,train,0.9547967963986848,0.01,0.9994596676093371,False,True,deterministic
series_145.csv,no_trend,30,train,0.002939849077192417,0.1,0.02496267093287574,False,True,no_trend
series_146.csv,stochastic,59,train,0.54360922867948,0.01,0.5002603299617656,False,True,inconclusive
series_147.csv,stochastic,102,train,0.6538602460210963,0.01,0.900091076110868,False,True,deterministic
series_148.csv,deterministic,121,train,0.9277720235186495,0.01,0.9973763395014428,False,True,deterministic
series_149.csv,deterministic,73,train,0.9284981633177932,0.01,0.9994237702781233,False,True,deterministic
series_150.csv,stochastic,44,train,0.9515647391139143,0.1,0.23025867354480178,False,True,inconclusive
series_151.csv,no_trend,73,train,5.377872441822114e-16,0.06216270047026213,0.07713973310551625,False,True,no_trend
series_152.csv,no_trend,80,train,1.2245711017692138e-11,0.1,0.0009351036075561092,False,True,no_trend
series_153.csv,stochastic,103,train,0.65550496091143,0.01,0.6938172054418077,True,True,stochastic
series_154.csv,no_trend,76,train,7.605561340284458e-15,0.1,0.007938648178969943,False,True,no_trend
series_155.csv,no_trend,87,train,2.3415466700808323e-18,0.04947132116048095,0.05856188247649685,False,True,inconclusive
series_156.csv,deterministic,138,train,0.911760488443337,0.01,0.999887082936438,False,True,deterministic
series_157.csv,stochastic,111,train,0.4752076181957419,0.01,0.4713121380340928,False,True,inconclusive
series_158.csv,stochastic,35,train,0.3381721354303917,0.01892855642513773,0.5620407273729972,False,True,inconclusive
series_159.csv,stochastic,133,train,0.6484149419091764,0.01,0.6950396003070719,False,True,inconclusive
series_160.csv,deterministic,62,train,0.9864852431889609,0.01,0.9992806853410676,False,True,deterministic
series_161.csv,no_trend,144,train,9.438230965115312e-18,0.1,0.007736402270067666,False,True,no_trend
series_162.csv,stochastic,134,train,0.20946417385771038,0.01,0.5091959873647303,False,True,inconclusive
series_163.csv,no_trend,124,train,6.870294000757856e-15,0.1,0.030947345434838125,True,True,no_trend
series_164.csv,deterministic,21,train,5.5460512948670634e-06,0.01,0.9955764634236908,False,False,deterministic
series_165.csv,deterministic,75,train,0.8930886328174376,0.01,0.9997929017650117,False,True,deterministic
series_166.csv,deterministic,81,train,0.9862082063295489,0.01,0.9984018340987129,True,True,stochastic
series_167.csv,deterministic,130,train,0.9638185574384557,0.01,0.9993291261742212,False,True,deterministic
series_168.csv,stochastic,36,train,0.6007056848362204,0.023842778724317462,0.8436164420136262,True,True,stochastic
series_169.csv,no_trend,129,train,2.120255530710602e-25,0.1,0.004441875386285932,False,True,no_trend
series_170.csv,stochastic,133,train,0.2072414266633007,0.01,0.8876838894301624,False,True,inconclusive
series_171.csv,no_trend,121,train,1.5746261859502585e-07,0.1,0.0494164075711343,False,True,no_trend
series_172.csv,no_trend,34,train,2.874016819220505e-08,0.1,0.009538791673745495,False,True,no_trend
series_173.csv,deterministic,118,train,0.9511837777127441,0.01,0.9986263439748527,False,True,deterministic
series_174.csv,stochastic,100,train,0.716462577312018,0.09242654809491703,0.24372764758690146,True,True,stochastic
series_175.csv,stochastic,120,train,0.6316349207031609,0.01,0.661618652001458,False,True,inconclusive
series_176.csv,no_trend,85,train,5.530558096609443e-07,0.1,0.012720254240650153,False,True,no_trend
series_177.csv,deterministic,103,train,0.9737634909574692,0.01,0.9995452054731645,False,True,deterministic
series_178.csv,no_trend,78,train,1.1524402273471762e-16,0.1,0.04407078650733676,True,True,no_trend
series_179.csv,stochastic,108,train,0.10519617158649197,0.01,0.36397620784692675,True,True,stochastic
series_180.csv,stochastic,142,train,0.010003599117352891,0.049993055379893535,0.1619262102692547,False,True,inconclusive
series_181.csv,stochastic,132,train,0.13765308945767257,0.01,0.42752286939292483,True,True,stochastic
series_182.csv,deterministic,38,train,0.9969557921666098,0.01,0.9992374623482885,False,True,deterministic
series_183.csv,deterministic,99,train,0.9899984890973111,0.01,0.9982899954390683,False,True,deterministic
series_184.csv,deterministic,133,train,0.9145328969868898,0.01,0.9999159816179166,False,True,deterministic
series_185.csv,deterministic,89,train,0.9456086446177627,0.01,0.9987431947973779,False,True,deterministic
series_186.csv,no_trend,51,train,1.0987620062757014e-12,0.1,0.019928860629511047,False,True,no_trend
series_187.csv,no_trend,39,train,1.5109741721085254e-05,0.1,0.09142373949209104,False,True,no_trend
series_188.csv,deterministic,115,train,0.9801119186705599,0.01,0.9996347516338063,False,True,deterministic
series_189.csv,deterministic,149,train,0.9731361645077078,0.01,0.9934184895774875,False,True,deterministic
series_190.csv,no_trend,49,train,1.5138090463235011e-10,0.1,0.012056423691540252,False,True,no_trend
series_191.csv,stochastic,115,train,0.8845936381661657,0.01,0.9360471745806332,False,True,deterministic
series_192.csv,no_trend,150,train,5.231684460622627e-16,0.1,0.03955266990138118,False,True,no_trend
series_193.csv,no_trend,109,train,3.6341229659714785e-05,0.1,0.002566195342725397,False,True,no_trend
series_194.csv,no_trend,107,train,4.577367476315242e-19,0.1,0.013208929518425783,False,True,no_trend
series_195.csv,deterministic,63,train,0.9832885085614351,0.01,0.9972292113885611,False,True,deterministic
series_196.csv,no_trend,35,train,2.2253825527902146e-05,0.1,0.06271787562236697,False,False,no_trend
series_197.csv,deterministic,76,train,0.8616854057176014,0.01,0.9993685944524211,False,True,deterministic
series_198.csv,deterministic,55,train,0.8870508886617268,0.01,0.9971712495068156,False,True,deterministic
series_199.csv,no_trend,26,train,4.3843944362048757e-07,0.04166666666666657,0.05711137156385104,False,True,inconclusive
series_200.csv,no_trend,98,train,2.029065740925513e-16,0.1,0.0003376722995893644,False,True,no_trend
series_201.csv,deterministic,117,train,0.8749941020438312,0.01,0.9997167119691471,False,True,deterministic
series_202.csv,stochastic,30,train,0.6262192065412275,0.06479226029558924,0.3543250319971136,False,True,inconclusive
series_203.csv,deterministic,150,train,0.9622084124154731,0.01,0.9991223103305933,True,True,stochastic
series_204.csv,stochastic,117,train,0.8358694300575474,0.01,0.8612076158051883,False,True,inconclusive
series_205.csv,no_trend,115,train,5.971842939198246e-23,0.1,4.2878616314800944e-05,True,True,no_trend
series_206.csv,stochastic,86,train,0.7215870088912714,0.01,0.8752111449279535,False,True,inconclusive
series_207.csv,deterministic,125,train,0.9278942510323472,0.01,0.9939760582401327,False,True,deterministic
series_208.csv,no_trend,109,train,6.784329577900901e-16,0.1,0.03486563682986088,True,True,no_trend
series_209.csv,no_trend,21,train,0.0017184984030706155,0.1,0.02358388351501528,False,True,no_trend
series_210.csv,no_trend,52,train,1.255025099968595e-07,0.1,0.028045868735622204,False,True,no_trend
series_211.csv,deterministic,83,train,0.9440370260668279,0.01,0.9957091426538792,False,True,deterministic
series_212.csv,deterministic,82,train,0.9598830751396197,0.01,0.9984930215877302,False,True,deterministic
series_213.csv,deterministic,29,train,0.9395689818171737,0.01,0.9920993347730678,False,True,deterministic
series_214.csv,no_trend,140,train,1.5616350282657355e-22,0.1,0.0016316286776351108,False,True,no_trend
series_215.csv,deterministic,65,train,0.9473191878468002,0.01,0.9865942970316284,False,True,deterministic
series_216.csv,deterministic,115,train,0.8990431200639116,0.01,0.9991989817829354,False,True,deterministic
series_217.csv,stochastic,101,train,0.22492695255858963,0.1,0.31298237028094666,False,True,inconclusive
series_218.csv,no_trend,51,train,4.193827282073691e-05,0.1,0.002315645215834383,False,True,no_trend
series_219.csv,no_trend,24,train,0.0002482219205137827,0.1,0.05697005514343301,False,True,no_trend
series_220.csv,deterministic,81,train,0.8991435133939535,0.01,0.9996709134631185,False,True,deterministic
series_221.csv,no_trend,143,train,0.0005862866049029456,0.0491426364337236,0.0632176691245363,True,True,stochastic
series_222.csv,no_trend,92,train,1.4142785110679077e-15,0.1,0.039224429010394246,False,True,no_trend
series_223.csv,no_trend,144,train,1.3188556578834358e-20,0.1,0.002942849854774221,False,True,no_trend
series_224.csv,no_trend,99,train,6.616938028717897e-16,0.1,0.006305356367305781,False,True,no_trend
series_225.csv,no_trend,110,train,5.544818424412508e-20,0.1,0.035010987426935314,False,True,no_trend
series_226.csv,no_trend,127,train,6.440554334702559e-07,0.1,0.0068755199553751645,False,True,no_trend
series_227.csv,no_trend,126,train,1.2832069794369745e-22,0.1,0.0008062967620215966,False,True,no_trend
series_228.csv,stochastic,78,train,0.570468992992578,0.01,0.8837267612298296,False,False,inconclusive
series_229.csv,no_trend,146,train,1.3825143455215513e-16,0.1,0.004513091536699543,True,True,no_trend
series_230.csv,no_trend,28,train,0.008288224290172846,0.1,0.012425060278241973,False,True,no_trend
series_231.csv,no_trend,130,train,2.0789341879328878e-22,0.1,0.012912430599661628,False,True,no_trend
series_232.csv,no_trend,90,train,1.529037215617827e-13,0.1,0.0022873192926562425,True,True,no_trend
series_233.csv,deterministic,120,train,0.9515594464309556,0.01,0.9983634445152217,False,True,deterministic
series_234.csv,no_trend,93,train,5.28222545893597e-20,0.1,0.013510506326365301,False,True,no_trend
series_235.csv,stochastic,32,train,0.7167712631077846,0.013807585735574118,0.7988382255907962,False,True,inconclusive
series_236.csv,no_trend,139,train,1.2514052513816358e-19,0.1,0.01016404857329889,False,True,no_trend
series_237.csv,stochastic,134,train,0.17662727749224705,0.1,0.08220347280047546,False,True,inconclusive
series_238.csv,stochastic,72,train,0.09155682410409638,0.01,0.8539400591403264,False,False,inconclusive
series_239.csv,no_trend,59,train,6.078301488494474e-10,0.1,0.009251585580030586,False,True,no_trend
series_240.csv,stochastic,39,train,0.02651515516975437,0.1,0.25244922148684235,False,False,no_trend
series_241.csv,no_trend,55,train,2.769237736243397e-13,0.1,0.023411662834319058,True,True,no_trend
series_242.csv,no_trend,84,train,2.733572279759194e-13,0.1,0.02985682801478995,False,True,no_trend
series_243.csv,no_trend,23,train,0.07353639382676519,0.1,0.04551050079796337,False,False,inconclusive
series_244.csv,stochastic,44,train,0.8402044421048016,0.06261920340362262,0.4197925884007224,False,True,inconclusive
series_245.csv,no_trend,138,train,3.987405048167843e-05,0.049709412334493955,0.036756168621682406,False,True,inconclusive
series_246.csv,deterministic,106,train,0.9917927016168312,0.01,0.9985485354899358,False,True,deterministic
series_247.csv,stochastic,51,train,0.13987852810134938,0.1,0.051236499160907334,False,True,inconclusive
series_248.csv,stochastic,143,train,0.0011786380001618801,0.1,0.01912650690228479,False,True,no_trend
series_249.csv,deterministic,91,train,0.8673901639355397,0.01,0.9995238337161915,False,True,deterministic
series_250.csv,deterministic,130,train,0.9540214696081367,0.01,0.9999070174474721,False,True,deterministic
series_251.csv,no_trend,141,train,6.434907061254939e-20,0.07467193248864917,0.04695450383795563,False,True,no_trend
series_252.csv,no_trend,26,train,1.4039130473097027e-08,0.0730998813773683,0.07529838617655904,False,True,no_trend
series_253.csv,stochastic,97,train,0.9548405642109539,0.01,0.9536879681686299,False,True,deterministic
series_254.csv,stochastic,90,train,0.3648927151884829,0.05926386307787671,0.6215284718574503,False,True,inconclusive
series_255.csv,stochastic,50,train,0.7865099839860324,0.01,0.8800528356781977,False,True,inconclusive
series_256.csv,deterministic,50,train,0.96604139465894,0.01,0.9952236941367265,False,True,deterministic
series_257.csv,stochastic,39,train,0.006676712527511101,0.1,0.08878965257683902,False,True,no_trend
series_258.csv,stochastic,92,train,0.99343912616905,0.01,0.971211606861937,True,True,stochastic
series_259.csv,deterministic,104,train,0.965352530338616,0.01,0.9995376137681458,False,True,deterministic
series_260.csv,stochastic,116,train,0.8732700488639797,0.01,0.875237398397972,True,True,stochastic
series_261.csv,deterministic,45,train,0.9810979454574672,0.01,0.9967484450232705,True,True,stochastic
series_262.csv,stochastic,129,train,0.46263368367598845,0.01,0.7079340060978887,False,True,inconclusive
series_263.csv,no_trend,117,train,7.792602240641936e-18,0.1,0.02754931954157047,False,True,no_trend
series_264.csv,no_trend,26,train,0.9631364015199146,0.1,0.13134498513761173,False,True,inconclusive
series_265.csv,stochastic,86,train,0.7948361480826143,0.01,0.9127783857073993,False,True,deterministic
series_266.csv,stochastic,123,train,0.88846265228896,0.01,0.7462369745169664,False,True,inconclusive
series_267.csv,stochastic,124,train,0.004202675218228041,0.1,0.15550652085492522,False,True,no_trend
series_268.csv,stochastic,130,train,0.36223034092196144,0.01,0.8261569675247371,False,True,inconclusive
series_269.csv,no_trend,101,train,7.670086203881286e-15,0.1,0.011092158635172655,False,True,no_trend
series_270.csv,stochastic,30,train,0.04196008123993619,0.1,0.06715802113337344,False,True,no_trend
series_271.csv,stochastic,53,train,0.4518718595143257,0.1,0.4360812367386212,False,True,inconclusive
series_272.csv,no_trend,62,train,0.026964317255978688,0.1,0.018662135307235372,True,True,no_trend
series_273.csv,stochastic,92,train,0.2247491748141422,0.0822311817050983,0.5229834785645457,False,True,inconclusive
series_274.csv,deterministic,37,train,0.9679997414289451,0.01,0.998555781052785,False,False,deterministic
series_275.csv,no_trend,37,train,4.6614634496884176e-11,0.07610005278972928,0.11498792691705406,False,True,no_trend
series_276.csv,deterministic,86,train,0.8697623934714465,0.01,0.9995009856981287,False,True,deterministic
series_277.csv,no_trend,108,train,5.02087356502214e-17,0.1,0.010650660463368156,True,True,no_trend
series_278.csv,deterministic,78,train,0.9923439313353997,0.01,0.9983391320673926,False,True,deterministic
series_279.csv,no_trend,107,train,4.571588550642128e-09,0.1,0.012765800184171616,True,True,no_trend
series_280.csv,stochastic,139,train,0.8998737241396093,0.01,0.7869578406578298,False,True,inconclusive
series_281.csv,no_trend,51,train,3.2585601546384185e-14,0.1,0.014119718676769866,False,True,no_trend
series_282.csv,deterministic,75,train,0.9901774456529564,0.01,0.9997737421331538,False,True,deterministic
series_283.csv,no_trend,34,train,1.0251468235746914e-05,0.1,0.10595153345629671,False,True,no_trend
series_284.csv,deterministic,97,train,0.7687159369578255,0.01,0.9995781523263729,False,True,deterministic
series_285.csv,stochastic,54,train,0.007233230133960414,0.1,0.36566656800167396,False,True,no_trend
