filename,num_rows,num_cols,column_types
dataset_27.csv,200,10,col_0=nonstationary; col_1=stationary; col_2=stationary; col_3=nonstationary; col_4=stationary; col_5=nonstationary; col_6=stationary; col_7=nonstationary; col_8=stationary; col_9=stationary
dataset_28.csv,50,20,col_0=stationary; col_1=nonstationary; col_2=nonstationary; col_3=nonstationary; col_4=nonstationary; col_5=nonstationary; col_6=nonstationary; col_7=stationary; col_8=nonstationary; col_9=stationary; col_10=nonstationary; col_11=stationary; col_12=stationary; col_13=stationary; col_14=nonstationary; col_15=nonstationary; col_16=stationary; col_17=nonstationary; col_18=nonstationary; col_19=nonstationary
dataset_29.csv,200,20,col_0=stationary; col_1=nonstationary; col_2=stationary; col_3=stationary; col_4=nonstationary; col_5=nonstationary; col_6=stationary; col_7=stationary; col_8=nonstationary; col_9=nonstationary; col_10=stationary; col_11=nonstationary; col_12=nonstationary; col_13=stationary; col_14=nonstationary; col_15=stationary; col_16=nonstationary; col_17=stationary; col_18=nonstationary; col_19=stationary
dataset_30.csv,50,20,col_0=nonstationary; col_1=stationary; col_2=stationary; col_3=stationary; col_4=nonstationary; col_5=nonstationary; col_6=stationary; col_7=nonstationary; col_8=stationary; col_9=stationary; col_10=stationary; col_11=nonstationary; col_12=nonstationary; col_13=nonstationary; col_14=stationary; col_15=nonstationary; col_16=stationary; col_17=stationary; col_18=nonstationary; col_19=nonstationary
dataset_31.csv,50,5,col_0=stationary; col_1=stationary; col_2=stationary; col_3=stationary; col_4=nonstationary
dataset_32.csv,300,5,col_0=nonstationary; col_1=nonstationary; col_2=nonstationary; col_3=stationary; col_4=nonstationary
dataset_33.csv,100,20,col_0=stationary; col_1=nonstationary; col_2=nonstationary; col_3=nonstationary; col_4=stationary; col_5=nonstationary; col_6=nonstationary; col_7=nonstationary; col_8=stationary; col_9=stationary; col_10=stationary; col_11=stationary; col_12=nonstationary; col_13=nonstationary; col_14=nonstationary; col_15=stationary; col_16=nonstationary; col_17=stationary; col_18=stationary; col_19=nonstationary
dataset_34.csv,200,20,col_0=nonstationary; col_1=nonstationary; col_2=stationary; col_3=stationary; col_4=stationary; col_5=stationary; col_6=nonstationary; col_7=stationary; col_8=stationary; col_9=stationary; col_10=stationary; col_11=nonstationary; col_12=nonstationary; col_13=nonstationary; col_14=stationary; col_15=nonstationary; col_16=nonstationary; col_17=stationary; col_18=nonstationary; col_19=stationary
dataset_35.csv,300,20,col_0=stationary; col_1=stationary; col_2=nonstationary; col_3=stationary; col_4=nonstationary; col_5=stationary; col_6=nonstationary; col_7=nonstationary; col_8=stationary; col_9=nonstationary; col_10=stationary; col_11=nonstationary; col_12=nonstationary; col_13=stationary; col_14=nonstationary; col_15=nonstationary; col_16=nonstationary; col_17=nonstationary; col_18=stationary; col_19=stationary
dataset_36.csv,300,10,col_0=stationary; col_1=nonstationary; col_2=stationary; col_3=stationary; col_4=stationary; col_5=nonstationary; col_6=nonstationary; col_7=nonstationary; col_8=stationary; col_9=stationary
dataset_37.csv,200,5,col_0=stationary; col_1=stationary; col_2=stationary; col_3=nonstationary; col_4=stationary
dataset_38.csv,100,20,col_0=nonstationary; col_1=nonstationary; col_2=nonstationary; col_3=stationary; col_4=nonstationary; col_5=stationary; col_6=nonstationary; col_7=stationary; col_8=stationary; col_9=stationary; col_10=nonstationary; col_11=stationary; col_12=stationary; col_13=stationary; col_14=stationary; col_15=nonstationary; col_16=stationary; col_17=nonstationary; col_18=stationary; col_19=stationary
dataset_39.csv,300,20,col_0=nonstationary; col_1=nonstationary; col_2=nonstationary; col_3=stationary; col_4=stationary; col_5=stationary; col_6=stationary; col_7=nonstationary; col_8=nonstationary; col_9=stationary; col_10=stationary; col_11=nonstationary; col_12=nonstationary; col_13=nonstationary; col_14=stationary; col_15=nonstationary; col_16=nonstationary; col_17=nonstationary; col_18=nonstationary; col_19=stationary
dataset_40.csv,100,20,col_0=stationary; col_1=stationary; col_2=stationary; col_3=stationary; col_4=nonstationary; col_5=stationary; col_6=nonstationary; col_7=stationary; col_8=stationary; col_9=nonstationary; col_10=nonstationary; col_11=stationary; col_12=nonstationary; col_13=nonstationary; col_14=nonstationary; col_15=nonstationary; col_16=nonstationary; col_17=nonstationary; col_18=nonstationary; col_19=stationary
dataset_41.csv,50,5,col_0=nonstationary; col_1=nonstationary; col_2=stationary; col_3=nonstationary; col_4=stationary
dataset_42.csv,200,20,col_0=stationary; col_1=stationary; col_2=stationary; col_3=nonstationary; col_4=stationary; col_5=nonstationary; col_6=stationary; col_7=nonstationary; col_8=nonstationary; col_9=stationary; col_10=stationary; col_11=nonstationary; col_12=stationary; col_13=stationary; col_14=nonstationary; col_15=stationary; col_16=nonstationary; col_17=nonstationary; col_18=stationary; col_19=nonstationary
dataset_43.csv,100,20,col_0=stationary; col_1=nonstationary; col_2=nonstationary; col_3=stationary; col_4=nonstationary; col_5=stationary; col_6=stationary; col_7=nonstationary; col_8=stationary; col_9=nonstationary; col_10=stationary; col_11=stationary; col_12=nonstationary; col_13=nonstationary; col_14=nonstationary; col_15=stationary; col_16=stationary; col_17=nonstationary; col_18=stationary; col_19=nonstationary
dataset_44.csv,300,5,col_0=nonstationary; col_1=stationary; col_2=nonstationary; col_3=stationary; col_4=nonstationary
dataset_45.csv,100,5,col_0=stationary; col_1=stationary; col_2=nonstationary; col_3=stationary; col_4=nonstationary
dataset_46.csv,300,20,col_0=nonstationary; col_1=stationary; col_2=nonstationary; col_3=nonstationary; col_4=stationary; col_5=stationary; col_6=nonstationary; col_7=nonstationary; col_8=stationary; col_9=nonstationary; col_10=nonstationary; col_11=nonstationary; col_12=nonstationary; col_13=nonstationary; col_14=stationary; col_15=nonstationary; col_16=nonstationary; col_17=stationary; col_18=nonstationary; col_19=stationary
dataset_47.csv,200,20,col_0=stationary; col_1=nonstationary; col_2=nonstationary; col_3=nonstationary; col_4=nonstationary; col_5=nonstationary; col_6=nonstationary; col_7=nonstationary; col_8=stationary; col_9=nonstationary; col_10=stationary; col_11=nonstationary; col_12=nonstationary; col_13=nonstationary; col_14=stationary; col_15=stationary; col_16=nonstationary; col_17=nonstationary; col_18=nonstationary; col_19=stationary
dataset_48.csv,200,10,col_0=nonstationary; col_1=stationary; col_2=stationary; col_3=nonstationary; col_4=nonstationary; col_5=stationary; col_6=stationary; col_7=nonstationary; col_8=stationary; col_9=nonstationary
dataset_49.csv,100,20,col_0=nonstationary; col_1=nonstationary; col_2=stationary; col_3=nonstationary; col_4=stationary; col_5=stationary; col_6=nonstationary; col_7=nonstationary; col_8=nonstationary; col_9=nonstationary; col_10=nonstationary; col_11=stationary; col_12=nonstationary; col_13=nonstationary; col_14=stationary; col_15=nonstationary; col_16=nonstationary; col_17=stationary; col_18=nonstationary; col_19=stationary
dataset_50.csv,300,5,col_0=nonstationary; col_1=nonstationary; col_2=nonstationary; col_3=stationary; col_4=nonstationary
dataset_51.csv,50,10,col_0=nonstationary; col_1=stationary; col_2=stationary; col_3=nonstationary; col_4=nonstationary; col_5=nonstationary; col_6=stationary; col_7=nonstationary; col_8=stationary; col_9=nonstationary
dataset_52.csv,300,10,col_0=stationary; col_1=stationary; col_2=stationary; col_3=nonstationary; col_4=stationary; col_5=nonstationary; col_6=stationary; col_7=stationary; col_8=stationary; col_9=nonstationary
dataset_53.csv,100,20,col_0=nonstationary; col_1=stationary; col_2=stationary; col_3=stationary; col_4=stationary; col_5=nonstationary; col_6=nonstationary; col_7=stationary; col_8=nonstationary; col_9=nonstationary; col_10=stationary; col_11=nonstationary; col_12=stationary; col_13=nonstationary; col_14=nonstationary; col_15=stationary; col_16=nonstationary; col_17=nonstationary; col_18=stationary; col_19=nonstationary
dataset_54.csv,100,10,col_0=stationary; col_1=nonstationary; col_2=nonstationary; col_3=stationary; col_4=stationary; col_5=nonstationary; col_6=stationary; col_7=stationary; col_8=stationary; col_9=stationary
dataset_55.csv,100,10,col_0=stationary; col_1=stationary; col_2=stationary; col_3=nonstationary; col_4=nonstationary; col_5=stationary; col_6=nonstationary; col_7=nonstationary; col_8=nonstationary; col_9=nonstationary
dataset_56.csv,50,5,col_0=stationary; col_1=nonstationary; col_2=stationary; col_3=stationary; col_4=stationary
dataset_57.csv,50,10,col_0=nonstationary; col_1=nonstationary; col_2=nonstationary; col_3=nonstationary; col_4=nonstationary; col_5=stationary; col_6=stationary; col_7=stationary; col_8=stationary; col_9=nonstationary
dataset_58.csv,50,20,col_0=nonstationary; col_1=nonstationary; col_2=nonstationary; col_3=nonstationary; col_4=stationary; col_5=nonstationary; col_6=stationary; col_7=stationary; col_8=nonstationary; col_9=stationary; col_10=stationary; col_11=stationary; col_12=nonstationary; col_13=nonstationary; col_14=stationary; col_15=stationary; col_16=stationary; col_17=nonstationary; col_18=nonstationary; col_19=stationary
dataset_59.csv,100,5,col_0=stationary; col_1=nonstationary; col_2=stationary; col_3=stationary; col_4=stationary
dataset_60.csv,50,20,col_0=nonstationary; col_1=stationary; col_2=stationary; col_3=nonstationary; col_4=nonstationary; col_5=stationary; col_6=nonstationary; col_7=nonstationary; col_8=nonstationary; col_9=nonstationary; col_10=stationary; col_11=stationary; col_12=stationary; col_13=nonstationary; col_14=nonstationary; col_15=stationary; col_16=stationary; col_17=stationary; col_18=nonstationary; col_19=nonstationary
dataset_61.csv,300,20,col_0=stationary; col_1=stationary; col_2=stationary; col_3=stationary; col_4=nonstationary; col_5=nonstationary; col_6=nonstationary; col_7=nonstationary; col_8=stationary; col_9=nonstationary; col_10=stationary; col_11=stationary; col_12=stationary; col_13=nonstationary; col_14=nonstationary; col_15=stationary; col_16=nonstationary; col_17=nonstationary; col_18=stationary; col_19=stationary
dataset_62.csv,100,20,col_0=nonstationary; col_1=nonstationary; col_2=nonstationary; col_3=nonstationary; col_4=stationary; col_5=stationary; col_6=stationary; col_7=stationary; col_8=nonstationary; col_9=stationary; col_10=nonstationary; col_11=nonstationary; col_12=nonstationary; col_13=nonstationary; col_14=nonstationary; col_15=nonstationary; col_16=stationary; col_17=stationary; col_18=stationary; col_19=nonstationary
dataset_63.csv,200,20,col_0=stationary; col_1=nonstationary; col_2=stationary; col_3=stationary; col_4=nonstationary; col_5=stationary; col_6=stationary; col_7=nonstationary; col_8=stationary; col_9=nonstationary; col_10=nonstationary; col_11=stationary; col_12=stationary; col_13=stationary; col_14=stationary; col_15=stationary; col_16=nonstationary; col_17=nonstationary; col_18=stationary; col_19=stationary
dataset_64.csv,200,10,col_0=stationary; col_1=nonstationary; col_2=nonstationary; col_3=nonstationary; col_4=stationary; col_5=nonstationary; col_6=stationary; col_7=stationary; col_8=stationary; col_9=stationary
dataset_65.csv,300,20,col_0=stationary; col_1=nonstationary; col_2=stationary; col_3=stationary; col_4=nonstationary; col_5=stationary; col_6=nonstationary; col_7=stationary; col_8=stationary; col_9=nonstationary; col_10=stationary; col_11=stationary; col_12=nonstationary; col_13=stationary; col_14=nonstationary; col_15=stationary; col_16=nonstationary; col_17=stationary; col_18=nonstationary; col_19=stationary
dataset_66.csv,200,10,col_0=stationary; col_1=nonstationary; col_2=stationary; col_3=nonstationary; col_4=nonstationary; col_5=nonstationary; col_6=nonstationary; col_7=stationary; col_8=stationary; col_9=stationary
dataset_67.csv,300,5,col_0=nonstationary; col_1=stationary; col_2=nonstationary; col_3=nonstationary; col_4=stationary
dataset_68.csv,50,20,col_0=nonstationary; col_1=stationary; col_2=stationary; col_3=stationary; col_4=stationary; col_5=nonstationary; col_6=nonstationary; col_7=stationary; col_8=stationary; col_9=stationary; col_10=nonstationary; col_11=stationary; col_12=nonstationary; col_13=nonstationary; col_14=nonstationary; col_15=nonstationary; col_16=stationary; col_17=stationary; col_18=nonstationary; col_19=nonstationary
dataset_69.csv,50,20,col_0=nonstationary; col_1=stationary; col_2=stationary; col_3=stationary; col_4=nonstationary; col_5=stationary; col_6=nonstationary; col_7=nonstationary; col_8=stationary; col_9=nonstationary; col_10=stationary; col_11=nonstationary; col_12=stationary; col_13=stationary; col_14=nonstationary; col_15=stationary; col_16=stationary; col_17=stationary; col_18=nonstationary; col_19=stationary
dataset_70.csv,50,20,col_0=stationary; col_1=stationary; col_2=stationary; col_3=stationary; col_4=nonstationary; col_5=stationary; col_6=stationary; col_7=nonstationary; col_8=stationary; col_9=nonstationary; col_10=stationary; col_11=stationary; col_12=nonstationary; col_13=stationary; col_14=nonstationary; col_15=stationary; col_16=stationary; col_17=stationary; col_18=stationary; col_19=nonstationary
dataset_71.csv,50,5,col_0=nonstationary; col_1=stationary; col_2=stationary; col_3=stationary; col_4=stationary
dataset_72.csv,200,5,col_0=stationary; col_1=nonstationary; col_2=nonstationary; col_3=stationary; col_4=nonstationary
dataset_73.csv,50,5,col_0=stationary; col_1=stationary; col_2=stationary; col_3=stationary; col_4=stationary
dataset_74.csv,100,10,col_0=nonstationary; col_1=nonstationary; col_2=nonstationary; col_3=nonstationary; col_4=stationary; col_5=stationary; col_6=stationary; col_7=nonstationary; col_8=stationary; col_9=stationary
dataset_75.csv,50,10,col_0=nonstationary; col_1=nonstationary; col_2=nonstationary; col_3=stationary; col_4=nonstationary; col_5=stationary; col_6=nonstationary; col_7=stationary; col_8=nonstationary; col_9=stationary
dataset_76.csv,100,10,col_0=nonstationary; col_1=stationary; col_2=nonstationary; col_3=nonstationary; col_4=stationary; col_5=nonstationary; col_6=nonstationary; col_7=stationary; col_8=stationary; col_9=nonstationary
dataset_77.csv,100,20,col_0=nonstationary; col_1=nonstationary; col_2=stationary; col_3=stationary; col_4=nonstationary; col_5=stationary; col_6=stationary; col_7=nonstationary; col_8=stationary; col_9=stationary; col_10=stationary; col_11=nonstationary; col_12=nonstationary; col_13=nonstationary; col_14=stationary; col_15=stationary; col_16=stationary; col_17=stationary; col_18=stationary; col_19=nonstationary
dataset_78.csv,50,5,col_0=stationary; col_1=stationary; col_2=nonstationary; col_3=stationary; col_4=nonstationary
dataset_79.csv,50,10,col_0=nonstationary; col_1=nonstationary; col_2=stationary; col_3=stationary; col_4=stationary; col_5=nonstationary; col_6=nonstationary; col_7=stationary; col_8=nonstationary; col_9=stationary
dataset_80.csv,200,5,col_0=stationary; col_1=nonstationary; col_2=nonstationary; col_3=nonstationary; col_4=stationary
dataset_81.csv,200,20,col_0=stationary; col_1=stationary; col_2=nonstationary; col_3=stationary; col_4=stationary; col_5=stationary; col_6=stationary; col_7=nonstationary; col_8=nonstationary; col_9=stationary; col_10=nonstationary; col_11=nonstationary; col_12=stationary; col_13=stationary; col_14=stationary; col_15=nonstationary; col_16=nonstationary; col_17=nonstationary; col_18=stationary; col_19=nonstationary
dataset_82.csv,200,10,col_0=stationary; col_1=stationary; col_2=nonstationary; col_3=nonstationary; col_4=stationary; col_5=stationary; col_6=nonstationary; col_7=stationary; col_8=stationary; col_9=nonstationary
dataset_83.csv,50,5,col_0=stationary; col_1=stationary; col_2=stationary; col_3=stationary; col_4=stationary
dataset_84.csv,50,5,col_0=nonstationary; col_1=nonstationary; col_2=nonstationary; col_3=stationary; col_4=stationary
dataset_85.csv,300,5,col_0=stationary; col_1=nonstationary; col_2=stationary; col_3=nonstationary; col_4=nonstationary
dataset_86.csv,100,5,col_0=stationary; col_1=nonstationary; col_2=stationary; col_3=nonstationary; col_4=stationary
dataset_87.csv,100,10,col_0=nonstationary; col_1=stationary; col_2=nonstationary; col_3=nonstationary; col_4=stationary; col_5=stationary; col_6=nonstationary; col_7=nonstationary; col_8=stationary; col_9=nonstationary
dataset_88.csv,200,20,col_0=nonstationary; col_1=stationary; col_2=stationary; col_3=nonstationary; col_4=nonstationary; col_5=nonstationary; col_6=stationary; col_7=stationary; col_8=stationary; col_9=stationary; col_10=nonstationary; col_11=nonstationary; col_12=nonstationary; col_13=nonstationary; col_14=nonstationary; col_15=stationary; col_16=nonstationary; col_17=stationary; col_18=nonstationary; col_19=stationary
dataset_89.csv,200,10,col_0=stationary; col_1=stationary; col_2=stationary; col_3=stationary; col_4=nonstationary; col_5=nonstationary; col_6=nonstationary; col_7=stationary; col_8=stationary; col_9=nonstationary
dataset_90.csv,50,10,col_0=nonstationary; col_1=nonstationary; col_2=nonstationary; col_3=stationary; col_4=nonstationary; col_5=nonstationary; col_6=stationary; col_7=nonstationary; col_8=nonstationary; col_9=nonstationary
dataset_91.csv,100,10,col_0=nonstationary; col_1=stationary; col_2=stationary; col_3=stationary; col_4=stationary; col_5=nonstationary; col_6=stationary; col_7=stationary; col_8=stationary; col_9=stationary
dataset_92.csv,50,5,col_0=stationary; col_1=nonstationary; col_2=stationary; col_3=stationary; col_4=stationary
dataset_93.csv,300,5,col_0=stationary; col_1=stationary; col_2=stationary; col_3=nonstationary; col_4=nonstationary
dataset_94.csv,200,5,col_0=nonstationary; col_1=stationary; col_2=nonstationary; col_3=stationary; col_4=nonstationary
dataset_95.csv,300,20,col_0=nonstationary; col_1=nonstationary; col_2=nonstationary; col_3=stationary; col_4=stationary; col_5=nonstationary; col_6=nonstationary; col_7=nonstationary; col_8=nonstationary; col_9=stationary; col_10=nonstationary; col_11=nonstationary; col_12=stationary; col_13=stationary; col_14=stationary; col_15=stationary; col_16=stationary; col_17=nonstationary; col_18=nonstationary; col_19=nonstationary
dataset_96.csv,300,20,col_0=nonstationary; col_1=nonstationary; col_2=nonstationary; col_3=nonstationary; col_4=nonstationary; col_5=nonstationary; col_6=stationary; col_7=nonstationary; col_8=nonstationary; col_9=stationary; col_10=nonstationary; col_11=stationary; col_12=stationary; col_13=stationary; col_14=nonstationary; col_15=nonstationary; col_16=stationary; col_17=nonstationary; col_18=stationary; col_19=stationary
dataset_97.csv,100,10,col_0=stationary; col_1=stationary; col_2=nonstationary; col_3=nonstationary; col_4=nonstationary; col_5=nonstationary; col_6=nonstationary; col_7=nonstationary; col_8=nonstationary; col_9=nonstationary
dataset_98.csv,100,20,col_0=nonstationary; col_1=nonstationary; col_2=stationary; col_3=nonstationary; col_4=nonstationary; col_5=stationary; col_6=stationary; col_7=stationary; col_8=nonstationary; col_9=nonstationary; col_10=nonstationary; col_11=nonstationary; col_12=stationary; col_13=stationary; col_14=stationary; col_15=nonstationary; col_16=stationary; col_17=stationary; col_18=stationary; col_19=nonstationary
dataset_99.csv,50,10,col_0=nonstationary; col_1=nonstationary; col_2=nonstationary; col_3=nonstationary; col_4=stationary; col_5=nonstationary; col_6=nonstationary; col_7=stationary; col_8=nonstationary; col_9=stationary
dataset_100.csv,300,5,col_0=stationary; col_1=stationary; col_2=nonstationary; col_3=nonstationary; col_4=stationary
dataset_101.csv,200,5,col_0=stationary; col_1=nonstationary; col_2=stationary; col_3=nonstationary; col_4=nonstationary
dataset_102.csv,100,10,col_0=nonstationary; col_1=nonstationary; col_2=nonstationary; col_3=nonstationary; col_4=stationary; col_5=stationary; col_6=stationary; col_7=stationary; col_8=stationary; col_9=stationary
dataset_103.csv,300,5,col_0=nonstationary; col_1=stationary; col_2=stationary; col_3=stationary; col_4=stationary
dataset_104.csv,50,20,col_0=nonstationary; col_1=stationary; col_2=nonstationary; col_3=nonstationary; col_4=nonstationary; col_5=nonstationary; col_6=stationary; col_7=stationary; col_8=nonstationary; col_9=stationary; col_10=nonstationary; col_11=nonstationary; col_12=nonstationary; col_13=nonstationary; col_14=nonstationary; col_15=stationary; col_16=nonstationary; col_17=stationary; col_18=nonstationary; col_19=nonstationary
dataset_105.csv,300,10,col_0=stationary; col_1=nonstationary; col_2=nonstationary; col_3=stationary; col_4=nonstationary; col_5=nonstationary; col_6=nonstationary; col_7=stationary; col_8=stationary; col_9=nonstationary
dataset_106.csv,100,20,col_0=stationary; col_1=nonstationary; col_2=stationary; col_3=nonstationary; col_4=stationary; col_5=nonstationary; col_6=nonstationary; col_7=stationary; col_8=nonstationary; col_9=nonstationary; col_10=nonstationary; col_11=nonstationary; col_12=nonstationary; col_13=stationary; col_14=nonstationary; col_15=nonstationary; col_16=nonstationary; col_17=nonstationary; col_18=nonstationary; col_19=stationary
dataset_107.csv,100,10,col_0=stationary; col_1=nonstationary; col_2=stationary; col_3=stationary; col_4=nonstationary; col_5=stationary; col_6=nonstationary; col_7=stationary; col_8=stationary; col_9=nonstationary
dataset_108.csv,300,20,col_0=stationary; col_1=nonstationary; col_2=nonstationary; col_3=nonstationary; col_4=nonstationary; col_5=nonstationary; col_6=nonstationary; col_7=stationary; col_8=nonstationary; col_9=stationary; col_10=nonstationary; col_11=stationary; col_12=stationary; col_13=stationary; col_14=nonstationary; col_15=stationary; col_16=nonstationary; col_17=stationary; col_18=stationary; col_19=stationary
dataset_109.csv,100,10,col_0=nonstationary; col_1=nonstationary; col_2=nonstationary; col_3=nonstationary; col_4=stationary; col_5=stationary; col_6=stationary; col_7=stationary; col_8=stationary; col_9=stationary
